Date,BTC,ADA,SOL
2023-05-06,"28,857.1",0.3787,21.928
2023-05-05,"29,513.2",0.3941,22.825
2023-05-04,"28,842.1",0.3873,21.740
2023-05-03,"29,023.6",0.3939,22.220
2023-05-02,"28,669.1",0.3916,22.252
2023-05-01,"28,077.6",0.3867,21.975
2023-04-30,"29,252.1",0.3955,22.739
2023-04-29,"29,234.1",0.4025,23.186
2023-04-28,"29,321.8",0.4045,23.348
2023-04-27,"29,475.9",0.4101,22.332
2023-04-26,"28,424.6",0.4014,21.284
2023-04-25,"28,298.8",0.3945,21.920
2023-04-24,"27,509.3",0.3835,21.380
2023-04-23,"27,591.4",0.3887,21.470
2023-04-22,"27,813.9",0.3956,21.795
2023-04-21,"27,264.8",0.3830,21.267
2023-04-20,"28,240.5",0.4007,22.183
2023-04-19,"28,813.7",0.4162,22.683
2023-04-18,"30,382.2",0.4433,24.823
2023-04-17,"29,434.9",0.4341,24.569
2023-04-16,"30,310.3",0.4513,25.360
2023-04-15,"30,299.6",0.4521,24.047
2023-04-14,"30,472.5",0.4381,24.723
2023-04-13,"30,387.4",0.4251,24.437
2023-04-12,"29,886.4",0.4044,23.788
2023-04-11,"30,209.6",0.4015,22.982
2023-04-10,"29,641.0",0.3971,20.904
2023-04-09,"28,326.6",0.3894,20.285
2023-04-08,"27,941.2",0.3855,20.043
2023-04-07,"27,910.4",0.3834,20.446
2023-04-06,"28,036.7",0.3829,20.620
2023-04-05,"28,173.5",0.3924,20.970
2023-04-04,"28,164.4",0.3894,20.922
2023-04-03,"27,802.1",0.3873,20.446
2023-04-02,"28,198.3",0.3814,20.524
2023-04-01,"28,456.1",0.3918,21.072
2023-03-31,"28,473.7",0.3989,21.165
2023-03-30,"28,029.5",0.3760,20.555
2023-03-29,"28,350.4",0.3812,21.110
2023-03-28,"27,262.2",0.3681,20.453
2023-03-27,"27,129.8",0.3456,19.900
2023-03-26,"27,973.5",0.3557,20.957
2023-03-25,"27,475.6",0.3514,20.425
2023-03-24,"27,462.2",0.3593,20.659
2023-03-23,"28,310.7",0.3717,22.184
2023-03-22,"27,261.7",0.3596,21.425
2023-03-21,"28,114.0",0.3700,22.574
2023-03-20,"27,720.5",0.3319,22.147
2023-03-19,"27,958.7",0.3447,21.855
2023-03-18,"26,914.5",0.3373,21.215
2023-03-17,"27,391.8",0.3493,21.624
2023-03-16,"25,004.1",0.3248,19.697
2023-03-15,"24,282.7",0.3241,19.261
2023-03-14,"24,699.7",0.3433,20.914
2023-03-13,"24,114.4",0.3432,20.425
2023-03-12,"21,994.8",0.3295,20.184
2023-03-11,"20,467.5",0.3050,18.113
2023-03-10,"20,156.7",0.3149,18.208
2023-03-09,"20,361.8",0.3102,17.341
2023-03-08,"21,710.8",0.3176,18.410
2023-03-07,"22,197.8",0.3305,20.236
2023-03-06,"22,410.0",0.3305,20.610
2023-03-05,"22,428.3",0.3369,20.974
2023-03-04,"22,347.1",0.3366,20.988
2023-03-03,"22,354.4",0.3431,21.423
2023-03-02,"23,465.4",0.3503,21.997
2023-03-01,"23,642.2",0.3604,22.520
2023-02-28,"23,130.5",0.3518,21.880
2023-02-27,"23,494.1",0.3647,22.677
2023-02-26,"23,558.7",0.3691,23.274
2023-02-25,"23,166.1",0.3620,22.378
2023-02-24,"23,191.5",0.3657,23.080
2023-02-23,"23,936.3",0.3824,23.918
2023-02-22,"24,186.6",0.3890,24.162
2023-02-21,"24,450.7",0.3926,24.980
2023-02-20,"24,839.5",0.4037,26.245
2023-02-19,"24,302.9",0.3997,24.869
2023-02-18,"24,631.4",0.4061,23.453
2023-02-17,"24,573.5",0.4036,23.148
2023-02-16,"23,539.6",0.3873,22.293
2023-02-15,"24,327.9",0.4187,23.880
2023-02-14,"22,198.5",0.3867,21.842
2023-02-13,"21,772.6",0.3591,20.777
2023-02-12,"21,786.8",0.3642,21.502
2023-02-11,"21,859.8",0.3685,20.813
2023-02-10,"21,635.0",0.3583,20.122
2023-02-09,"21,792.5",0.3622,20.480
2023-02-08,"22,964.6",0.3942,23.215
2023-02-07,"23,251.7",0.3989,23.825
2023-02-06,"22,761.8",0.3820,22.652
2023-02-05,"22,936.0",0.3924,23.464
2023-02-04,"23,323.8",0.3991,24.350
2023-02-03,"23,431.2",0.4038,24.670
2023-02-02,"23,427.6",0.3970,24.254
2023-02-01,"23,725.6",0.3969,24.986
2023-01-31,"23,125.1",0.3903,23.923
2023-01-30,"22,832.2",0.3725,23.966
2023-01-29,"23,753.1",0.3978,26.097
2023-01-28,"23,027.9",0.3822,24.016
2023-01-27,"23,074.6",0.3895,24.420
2023-01-26,"23,016.0",0.3798,24.349
2023-01-25,"23,055.1",0.3730,24.510
2023-01-24,"22,632.5",0.3588,22.767
2023-01-23,"22,915.5",0.3750,24.316
2023-01-22,"22,707.8",0.3763,24.222
2023-01-21,"22,775.7",0.3687,24.547
2023-01-20,"22,677.2",0.3645,25.550
2023-01-19,"21,081.2",0.3380,21.420
2023-01-18,"20,670.6",0.3266,20.849
2023-01-17,"21,137.1",0.3456,22.870
2023-01-16,"21,184.2",0.3503,23.578
2023-01-15,"20,879.8",0.3507,22.897
2023-01-14,"20,958.2",0.3525,24.247
2023-01-13,"19,927.0",0.3456,18.287
2023-01-12,"18,851.3",0.3294,16.600
2023-01-11,"17,942.3",0.3231,16.357
2023-01-10,"17,439.1",0.3224,16.194
2023-01-09,"17,180.1",0.3169,16.266
2023-01-08,"17,119.0",0.2972,14.482
2023-01-07,"16,943.6",0.2766,13.094
2023-01-06,"16,950.9",0.2786,13.520
2023-01-05,"16,829.8",0.2691,13.420
2023-01-04,"16,852.1",0.2678,13.438
2023-01-03,"16,674.2",0.2529,13.370
2023-01-02,"16,674.3",0.2537,11.274
2023-01-01,"16,618.4",0.2499,10.000
2022-12-31,"16,537.4",0.2456,9.955
2022-12-30,"16,607.2",0.2457,9.895
2022-12-29,"16,636.4",0.2439,9.658
2022-12-28,"16,546.2",0.2482,9.760
2022-12-27,"16,706.1",0.2603,11.090
2022-12-26,"16,918.1",0.2652,11.339
2022-12-25,"16,831.8",0.2591,11.385
2022-12-24,"16,837.2",0.2592,11.450
2022-12-23,"16,779.1",0.2594,11.785
2022-12-22,"16,820.6",0.2567,11.810
2022-12-21,"16,831.8",0.2534,12.140
2022-12-20,"16,902.8",0.2587,12.270
2022-12-19,"16,441.3",0.2528,11.940
2022-12-18,"16,741.1",0.2659,12.370
2022-12-17,"16,777.1",0.2669,12.505
2022-12-16,"16,629.6",0.2634,12.276
2022-12-15,"17,356.1",0.3002,14.046
2022-12-14,"17,796.4",0.3079,14.124
2022-12-13,"17,778.6",0.3140,13.883
2022-12-12,"17,210.4",0.3069,13.314
2022-12-11,"17,093.3",0.3074,13.423
2022-12-10,"17,127.2",0.3126,13.577
2022-12-09,"17,125.7",0.3117,13.580
2022-12-08,"17,225.7",0.3144,13.690
2022-12-07,"16,835.2",0.3102,13.493
2022-12-06,"17,089.3",0.3182,14.300
2022-12-05,"16,966.5",0.3193,13.823
2022-12-04,"17,112.6",0.3225,13.710
2022-12-03,"16,884.5",0.3196,13.293
2022-12-02,"17,093.6",0.3193,13.713
2022-12-01,"16,972.0",0.3145,13.504
2022-11-30,"17,163.9",0.3187,14.157
2022-11-29,"16,440.4",0.3091,13.346
2022-11-28,"16,211.7",0.3066,13.324
2022-11-27,"16,425.6",0.3126,14.111
2022-11-26,"16,456.5",0.3135,14.166
2022-11-25,"16,512.3",0.3145,14.010
2022-11-24,"16,601.2",0.3163,14.586
2022-11-23,"16,623.9",0.3188,14.362
2022-11-22,"16,212.9",0.3124,12.422
2022-11-21,"15,776.2",0.3046,11.836
2022-11-20,"16,286.7",0.3122,12.274
2022-11-19,"16,699.2",0.3280,12.830
2022-11-18,"16,638.3",0.3240,13.186
2022-11-17,"16,691.2",0.3254,13.730
2022-11-16,"16,540.5",0.3285,14.173
2022-11-15,"16,895.1",0.3371,14.315
2022-11-14,"16,613.7",0.3321,13.989
2022-11-13,"16,324.5",0.3297,13.157
2022-11-12,"16,795.2",0.3395,14.544
2022-11-11,"17,049.9",0.3558,16.451
2022-11-10,"17,589.1",0.3687,17.638
2022-11-09,"15,886.9",0.3168,14.016
2022-11-08,"18,527.4",0.3724,24.314
2022-11-07,"20,589.0",0.4039,29.599
2022-11-06,"20,916.3",0.4024,32.627
2022-11-05,"21,301.6",0.4265,36.874
2022-11-04,"21,145.9",0.4215,33.737
2022-11-03,"20,206.4",0.3893,30.860
2022-11-02,"20,154.4",0.3858,30.813
2022-11-01,"20,483.5",0.4012,32.203
2022-10-31,"20,496.3",0.4058,32.571
2022-10-30,"20,626.3",0.4057,32.933
2022-10-29,"20,809.8",0.4205,32.873
2022-10-28,"20,594.4",0.4045,32.053
2022-10-27,"20,292.9",0.3882,30.596
2022-10-26,"20,769.5",0.4031,31.294
2022-10-25,"20,082.7",0.4000,30.887
2022-10-24,"19,331.5",0.3572,28.300
2022-10-23,"19,571.2",0.3621,29.293
2022-10-22,"19,204.8",0.3513,28.008
2022-10-21,"19,162.6",0.3490,28.103
2022-10-20,"19,042.9",0.3402,28.037
2022-10-19,"19,123.9",0.3498,28.857
2022-10-18,"19,328.2",0.3623,30.140
2022-10-17,"19,548.2",0.3723,31.213
2022-10-16,"19,261.9",0.3703,30.167
2022-10-15,"19,068.7",0.3640,29.588
2022-10-14,"19,181.8",0.3668,30.004
2022-10-13,"19,379.8",0.3769,30.507
2022-10-12,"19,154.8",0.3813,31.156
2022-10-11,"19,059.1",0.3908,30.810
2022-10-10,"19,134.6",0.4011,31.934
2022-10-09,"19,441.0",0.4229,32.923
2022-10-08,"19,415.0",0.4219,32.576
2022-10-07,"19,531.3",0.4239,32.980
2022-10-06,"19,956.7",0.4287,33.369
2022-10-05,"20,157.5",0.4309,34.040
2022-10-04,"20,340.2",0.4356,34.101
2022-10-03,"19,628.3",0.4276,32.888
2022-10-02,"19,052.2",0.4193,32.064
2022-10-01,"19,311.9",0.4300,32.443
2022-09-30,"19,423.0",0.4347,33.243
2022-09-29,"19,593.0",0.4382,33.917
2022-09-28,"19,411.0",0.4361,33.213
2022-09-27,"19,081.0",0.4413,32.690
2022-09-26,"19,225.7",0.4473,33.887
2022-09-25,"18,803.2",0.4462,32.306
2022-09-24,"18,925.2",0.4511,33.417
2022-09-23,"19,293.5",0.4621,33.670
2022-09-22,"19,404.0",0.4582,32.415
2022-09-21,"18,489.0",0.4395,30.761
2022-09-20,"18,872.4",0.4421,31.413
2022-09-19,"19,538.9",0.4526,32.623
2022-09-18,"19,418.8",0.4473,31.100
2022-09-17,"20,113.5",0.4860,33.711
2022-09-16,"19,802.4",0.4746,32.233
2022-09-15,"19,701.7",0.4662,33.088
2022-09-14,"20,222.5",0.4811,34.113
2022-09-13,"20,175.5",0.4634,32.996
2022-09-12,"22,395.3",0.5012,37.458
2022-09-11,"21,834.9",0.5098,34.990
2022-09-10,"21,650.4",0.5121,35.055
2022-09-09,"21,365.2",0.5025,34.719
2022-09-08,"19,317.4",0.4790,33.603
2022-09-07,"19,281.5",0.4785,32.681
2022-09-06,"18,786.4",0.4623,30.872
2022-09-05,"19,793.1",0.4986,32.157
2022-09-04,"19,999.9",0.5034,32.130
2022-09-03,"19,831.4",0.4802,31.120
2022-09-02,"19,952.7",0.4543,31.257
2022-09-01,"20,126.1",0.4573,31.603
2022-08-31,"20,043.9",0.4461,31.507
2022-08-30,"19,792.6",0.4526,31.443
2022-08-29,"20,295.8",0.4504,32.420
2022-08-28,"19,550.2",0.4289,30.330
2022-08-27,"20,033.9",0.4496,31.523
2022-08-26,"20,249.9",0.4312,31.756
2022-08-25,"21,565.4",0.4645,35.290
2022-08-24,"21,365.2",0.4578,34.896
2022-08-23,"21,517.2",0.4648,35.657
2022-08-22,"21,416.3",0.4619,35.450
2022-08-21,"21,517.2",0.4626,36.458
2022-08-20,"21,138.9",0.4507,35.280
2022-08-19,"20,831.3",0.4502,35.844
2022-08-18,"23,203.6",0.5119,39.495
2022-08-17,"23,338.0",0.5382,40.519
2022-08-16,"23,856.8",0.5571,43.127
2022-08-15,"24,101.7",0.5499,43.710
2022-08-14,"24,302.8",0.5695,44.876
2022-08-13,"24,442.5",0.5593,46.569
2022-08-12,"24,398.7",0.5402,45.439
2022-08-11,"23,935.3",0.5302,42.757
2022-08-10,"23,962.9",0.5373,42.462
2022-08-09,"23,146.7",0.5130,40.353
2022-08-08,"23,816.3",0.5372,42.230
2022-08-07,"23,175.3",0.5274,40.594
2022-08-06,"22,944.2",0.5113,40.055
2022-08-05,"23,308.2",0.5176,40.573
2022-08-04,"22,612.1",0.4994,38.804
2022-08-03,"22,820.8",0.5005,38.560
2022-08-02,"22,988.6",0.4966,39.733
2022-08-01,"23,271.2",0.5125,41.749
2022-07-31,"23,303.4",0.5167,42.416
2022-07-30,"23,634.2",0.5253,43.837
2022-07-29,"23,774.3",0.5213,41.909
2022-07-28,"23,850.0",0.5131,42.980
2022-07-27,"22,958.3",0.5110,40.259
2022-07-26,"21,248.7",0.4682,36.270
2022-07-25,"21,301.9",0.4750,36.661
2022-07-24,"22,582.1",0.5124,40.987
2022-07-23,"22,460.4",0.5172,39.990
2022-07-22,"22,675.2",0.4824,40.539
2022-07-21,"23,153.0",0.4995,43.131
2022-07-20,"23,215.2",0.4906,42.040
2022-07-19,"23,410.2",0.5154,44.890
2022-07-18,"22,525.8",0.4914,43.578
2022-07-17,"20,785.6",0.4475,38.557
2022-07-16,"21,209.9",0.4576,39.600
2022-07-15,"20,825.1",0.4417,37.367
2022-07-14,"20,586.0",0.4414,37.132
2022-07-13,"20,250.0",0.4388,34.937
2022-07-12,"19,330.9",0.4171,32.667
2022-07-11,"19,963.2",0.4348,33.448
2022-07-10,"20,847.4",0.4621,36.690
2022-07-09,"21,587.5",0.4780,38.070
2022-07-08,"21,611.2",0.4663,38.134
2022-07-07,"21,637.8",0.4778,38.484
2022-07-06,"20,561.1",0.4622,37.037
2022-07-05,"20,200.6",0.4577,35.411
2022-07-04,"20,215.8",0.4693,36.706
2022-07-03,"19,309.9",0.4559,33.397
2022-07-02,"19,243.2",0.4557,33.348
2022-07-01,"19,262.9",0.4487,32.846
2022-06-30,"19,926.6",0.4591,33.749
2022-06-29,"20,111.3",0.4658,34.003
2022-06-28,"20,278.0",0.4696,35.315
2022-06-27,"20,730.2",0.4849,38.444
2022-06-26,"21,043.5",0.4898,39.411
2022-06-25,"21,489.9",0.4984,42.260
2022-06-24,"21,226.9",0.4980,41.896
2022-06-23,"21,100.7",0.4798,38.150
2022-06-22,"19,965.8",0.4590,34.082
2022-06-21,"20,720.4",0.4813,36.247
2022-06-20,"20,572.3",0.4914,35.265
2022-06-19,"20,577.2",0.4846,34.209
2022-06-18,"18,986.5",0.4551,31.950
2022-06-17,"20,444.6",0.4870,30.667
2022-06-16,"20,386.6",0.4760,30.086
2022-06-15,"22,577.9",0.5351,34.708
2022-06-14,"22,157.3",0.4837,29.633
2022-06-13,"22,448.0",0.4637,28.405
2022-06-12,"26,606.3",0.4907,30.620
2022-06-11,"28,403.4",0.5535,33.874
2022-06-10,"29,083.3",0.5743,37.119
2022-06-09,"30,097.8",0.6321,39.948
2022-06-08,"30,201.6",0.6408,38.805
2022-06-07,"31,128.8",0.6139,39.321
2022-06-06,"31,367.6",0.6094,42.387
2022-06-05,"29,913.0",0.5677,38.523
2022-06-04,"29,864.3",0.5664,38.953
2022-06-03,"29,700.9",0.5602,38.265
2022-06-02,"30,455.5",0.5881,40.864
2022-06-01,"29,798.5",0.5514,40.100
2022-05-31,"31,793.4",0.6255,45.718
2022-05-30,"31,723.3",0.5695,47.206
2022-05-29,"29,465.2",0.4820,44.960
2022-05-28,"29,027.1",0.4644,44.245
2022-05-27,"28,601.2",0.4553,41.076
2022-05-26,"29,203.5",0.4790,43.369
2022-05-25,"29,540.6",0.5145,47.961
2022-05-24,"29,648.7",0.5219,49.659
2022-05-23,"29,093.3",0.5127,49.094
2022-05-22,"30,286.6",0.5418,52.460
2022-05-21,"29,434.6",0.5286,50.293
2022-05-20,"29,178.6",0.5163,49.414
2022-05-19,"30,305.9",0.5331,52.167
2022-05-18,"28,683.7",0.5044,49.910
2022-05-17,"30,437.5",0.5777,57.056
2022-05-16,"29,849.0",0.5564,53.643
2022-05-15,"31,308.7",0.5979,58.664
2022-05-14,"30,080.4",0.5378,52.318
2022-05-13,"29,284.4",0.5295,48.832
2022-05-12,"28,976.0",0.4723,44.622
2022-05-11,"29,068.2",0.5155,50.647
2022-05-10,"31,007.5",0.6285,66.673
2022-05-09,"30,095.0",0.6023,61.967
2022-05-08,"34,060.0",0.7404,75.317
2022-05-07,"35,468.0",0.7602,78.841
2022-05-06,"36,009.0",0.7832,81.639
2022-05-05,"36,544.0",0.7887,84.438
2022-05-04,"39,688.0",0.8990,92.792
2022-05-03,"37,718.0",0.7709,85.833
2022-05-02,"38,514.0",0.7809,87.462
2022-05-01,"38,461.0",0.7892,89.681
2022-04-30,"37,650.0",0.7565,84.757
2022-04-29,"38,581.0",0.8046,93.915
2022-04-28,"39,748.0",0.8432,98.233
2022-04-27,"39,243.0",0.8401,98.324
2022-04-26,"38,113.0",0.8261,95.683
2022-04-25,"40,427.0",0.8974,101.007
2022-04-24,"39,464.0",0.8859,99.227
2022-04-23,"39,418.0",0.8862,100.583
2022-04-22,"39,709.0",0.9059,100.533
2022-04-21,"40,482.0",0.9099,101.757
2022-04-20,"41,368.0",0.9368,105.550
2022-04-19,"41,503.0",0.9528,108.576
2022-04-18,"40,803.0",0.9370,102.304
2022-04-17,"39,703.0",0.9142,100.296
2022-04-16,"40,382.0",0.9504,102.118
2022-04-15,"40,560.0",0.9553,101.407
2022-04-14,"39,936.0",0.9327,100.744
2022-04-13,"41,133.0",0.9737,104.880
2022-04-12,"40,078.0",0.9538,103.181
2022-04-11,"39,497.0",0.9198,99.532
2022-04-10,"42,138.0",1.0260,111.044
2022-04-09,"42,767.0",1.0451,112.812
2022-04-08,"42,275.0",1.0249,110.009
2022-04-07,"43,448.0",1.0902,118.577
2022-04-06,"43,173.0",1.0521,112.990
2022-04-05,"45,506.0",1.1709,126.784
2022-04-04,"46,629.0",1.2127,132.132
2022-04-03,"46,407.0",1.1857,136.804
2022-04-02,"45,811.0",1.1551,132.376
2022-04-01,"46,297.0",1.1656,134.599
2022-03-31,"45,525.0",1.1415,122.919
2022-03-30,"47,075.0",1.1893,120.727
2022-03-29,"47,449.0",1.1901,111.709
2022-03-28,"47,105.0",1.1670,105.689
2022-03-27,"46,859.0",1.1842,107.093
2022-03-26,"44,548.0",1.1529,101.804
2022-03-25,"44,331.0",1.0967,98.649
2022-03-24,"44,013.0",1.1310,102.350
2022-03-23,"42,912.0",1.1065,94.924
2022-03-22,"42,373.0",0.9749,90.424
2022-03-21,"41,022.0",0.9180,88.620
2022-03-20,"41,276.0",0.8787,88.606
2022-03-19,"42,233.0",0.9031,92.435
2022-03-18,"41,767.8",0.8520,89.792
2022-03-17,"40,914.8",0.8358,87.813
2022-03-16,"41,118.7",0.8387,87.795
2022-03-15,"39,285.7",0.7990,82.850
2022-03-14,"39,671.1",0.8031,81.223
2022-03-13,"37,792.4",0.7878,78.858
2022-03-12,"38,814.3",0.7898,81.402
2022-03-11,"38,730.2",0.7889,80.665
2022-03-10,"39,416.3",0.8067,82.871
2022-03-09,"41,929.0",0.8483,88.089
2022-03-08,"38,744.8",0.8019,82.308
2022-03-07,"38,024.8",0.7940,81.786
2022-03-06,"38,403.1",0.8222,84.538
2022-03-05,"39,395.8",0.8642,89.623
2022-03-04,"39,142.7",0.8448,88.275
2022-03-03,"42,463.0",0.9022,95.649
2022-03-02,"43,912.8",0.9381,100.702
2022-03-01,"44,420.3",0.9635,98.630
2022-02-28,"43,188.2",0.9637,99.705
2022-02-27,"37,689.1",0.8567,85.607
2022-02-26,"39,115.5",0.8859,90.130
2022-02-25,"39,209.6",0.8982,92.778
2022-02-24,"38,339.2",0.8530,89.409
2022-02-23,"37,224.6",0.8641,84.431
2022-02-22,"38,248.2",0.8878,86.413
2022-02-21,"37,017.7",0.8563,82.879
2022-02-20,"38,355.0",0.9282,90.600
2022-02-19,"40,090.3",0.9961,91.264
2022-02-18,"40,000.1",0.9952,89.960
2022-02-17,"40,552.8",1.0209,93.591
2022-02-16,"43,883.6",1.0820,101.763
2022-02-15,"44,544.4",1.1063,105.352
2022-02-14,"42,550.3",1.0497,96.458
2022-02-13,"42,061.1",1.0427,92.811
2022-02-12,"42,205.2",1.0580,95.891
2022-02-11,"42,388.4",1.0799,96.483
2022-02-10,"43,521.0",1.1511,106.190
2022-02-09,"44,388.9",1.1933,113.991
2022-02-08,"44,038.2",1.1750,113.293
2022-02-07,"43,833.9",1.1987,117.512
2022-02-06,"42,392.2",1.1428,115.286
2022-02-05,"41,412.1",1.1249,113.912
2022-02-04,"41,567.6",1.1381,112.401
2022-02-03,"37,287.8",1.0591,101.675
2022-02-02,"36,890.2",1.0271,101.908
2022-02-01,"38,709.7",1.0952,109.981
2022-01-31,"38,498.6",1.0519,99.627
2022-01-30,"37,917.7",1.0365,93.385
2022-01-29,"38,170.8",1.0596,96.186
2022-01-28,"37,745.1",1.0488,91.318
2022-01-27,"37,164.3",1.0423,89.422
2022-01-26,"36,800.4",1.0759,91.905
2022-01-25,"36,950.6",1.0419,94.704
2022-01-24,"36,686.3",1.0659,91.784
2022-01-23,"36,269.5",1.1241,99.766
2022-01-22,"35,075.2",1.0708,94.665
2022-01-21,"36,475.5",1.1202,112.362
2022-01-20,"40,715.9",1.2621,127.672
2022-01-19,"41,677.8",1.3368,135.276
2022-01-18,"42,364.6",1.4582,141.282
2022-01-17,"42,209.3",1.6015,139.824
2022-01-16,"43,079.1",1.4109,147.954
2022-01-15,"43,097.0",1.2922,147.677
2022-01-14,"43,073.3",1.2927,146.162
2022-01-13,"42,560.0",1.2304,146.061
2022-01-12,"43,901.0",1.3057,151.437
2022-01-11,"42,733.2",1.1862,140.209
2022-01-10,"41,832.2",1.1240,135.964
2022-01-09,"41,848.3",1.1692,140.755
2022-01-08,"41,672.0",1.1812,142.033
2022-01-07,"41,546.7",1.2071,136.405
2022-01-06,"43,097.5",1.2808,150.336
2022-01-05,"43,425.9",1.2292,154.540
2022-01-04,"45,837.3",1.3099,167.767
2022-01-03,"46,430.2",1.3191,170.039
2022-01-02,"47,311.8",1.3780,176.367
2022-01-01,"47,738.0",1.3789,179.068
